priority_rank,sku,product_name,category,location,zone,latest_system_qty,latest_physical_qty,quantity_variance,absolute_quantity_variance,unit_cost,inventory_value,location_adjustment_exposure,variance_event_count,recurring_variance,count_records,recount_count,recount_rate,transaction_volume,location_recurrence_flag,control_tier,control_reason,count_action_flag,priority_score,recommended_count_frequency
115,SKU0227,Fasteners 0227,Fasteners,Z3-B03,Z3,578,578,0,0,123.90,71614.20,495.60,4,Y,13,10,83.33,190,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.58,Biweekly
116,SKU0258,Maintenance Parts 0258,Maintenance Parts,Z2-B02,Z2,1115,1115,0,0,118.60,132239.00,948.80,4,Y,13,11,84.62,98,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.56,Biweekly
117,SKU0209,Shipping Supplies 0209,Shipping Supplies,Z2-B02,Z2,323,323,0,0,57.30,18507.90,458.40,4,Y,13,10,83.33,197,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.55,Biweekly
118,SKU0155,Tools 0155,Tools,Z3-B03,Z3,795,795,0,0,97.50,77512.50,487.50,5,Y,13,10,83.33,191,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.55,Biweekly
119,SKU0257,Fasteners 0257,Fasteners,Z2-B02,Z2,469,469,0,0,114.90,53888.10,459.60,4,Y,13,11,84.62,196,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.52,Biweekly
120,SKU0278,Maintenance Parts 0278,Maintenance Parts,Z3-B03,Z3,429,429,0,0,72.60,31145.40,580.80,4,Y,13,10,83.33,171,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.49,Biweekly
121,SKU0095,Tools 0095,Tools,Z3-B03,Z3,369,369,0,0,115.50,42619.50,462.00,4,Y,13,10,83.33,195,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.49,Biweekly
122,SKU0144,Packaging 0144,Packaging,Z3-B03,Z3,343,343,0,0,56.80,19482.40,454.40,4,Y,13,10,83.33,196,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.46,Biweekly
123,SKU0160,Material Handling 0160,Material Handling,Z2-B02,Z2,379,379,0,0,116.00,43964.00,464.00,4,Y,13,10,83.33,194,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.46,Biweekly
124,SKU0192,Electrical Components 0192,Electrical Components,Z2-B02,Z2,656,656,0,0,114.40,75046.40,457.60,4,Y,13,10,83.33,194,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.39,Biweekly
125,SKU0019,Shipping Supplies 0019,Shipping Supplies,Z2-B02,Z2,430,430,0,0,74.30,31949.00,594.40,4,Y,13,11,84.62,165,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.33,Biweekly
126,SKU0158,Maintenance Parts 0158,Maintenance Parts,Z2-B02,Z2,531,531,0,0,108.60,57666.60,868.80,4,Y,13,10,83.33,109,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.30,Biweekly
127,SKU0179,Shipping Supplies 0179,Shipping Supplies,Z2-B02,Z2,600,600,0,0,66.30,39780.00,530.40,4,Y,13,10,83.33,177,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.28,Biweekly
128,SKU0062,Electrical Components 0062,Electrical Components,Z3-B03,Z3,910,910,0,0,113.40,103194.00,567.00,5,Y,13,10,83.33,169,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.25,Biweekly
129,SKU0290,Material Handling 0290,Material Handling,Z3-B03,Z3,662,662,0,0,117.00,77454.00,585.00,5,Y,13,10,83.33,165,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.23,Biweekly
130,SKU0079,Shipping Supplies 0079,Shipping Supplies,Z3-B03,Z3,673,673,0,0,56.30,37889.90,450.40,4,Y,13,10,83.33,192,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.22,Biweekly
131,SKU0060,Material Handling 0060,Material Handling,Z3-B03,Z3,341,341,0,0,106.00,36146.00,424.00,4,Y,13,11,84.62,197,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.20,Biweekly
132,SKU0108,Maintenance Parts 0108,Maintenance Parts,Z2-B02,Z2,578,578,0,0,43.60,25200.80,436.00,5,Y,13,10,83.33,194,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.18,Biweekly
133,SKU0120,Material Handling 0120,Material Handling,Z2-B02,Z2,147,147,0,0,88.00,12936.00,440.00,5,Y,13,10,83.33,193,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.17,Biweekly
134,SKU0087,Fasteners 0087,Fasteners,Z3-B03,Z3,532,532,0,0,85.90,45698.80,429.50,5,Y,13,10,83.33,195,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.16,Biweekly
135,SKU0092,Electrical Components 0092,Electrical Components,Z3-B03,Z3,40,40,0,0,104.40,4176.00,417.60,4,Y,13,10,83.33,197,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.14,Biweekly
136,SKU0125,Tools 0125,Tools,Z2-B02,Z2,275,275,0,0,106.50,29287.50,426.00,4,Y,13,10,83.33,195,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.12,Biweekly
137,SKU0127,Fasteners 0127,Fasteners,Z3-B03,Z3,681,681,0,0,113.90,77565.90,455.60,4,Y,13,10,83.33,189,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.12,Biweekly
138,SKU0143,Safety Supplies 0143,Safety Supplies,Z3-B03,Z3,543,543,0,0,53.10,28833.30,424.80,4,Y,13,10,83.33,195,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.11,Biweekly
139,SKU0018,Maintenance Parts 0018,Maintenance Parts,Z3-B03,Z3,379,379,0,0,70.60,26757.40,564.80,4,Y,13,10,83.33,166,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.08,Biweekly
140,SKU0255,Tools 0255,Tools,Z3-B03,Z3,608,608,0,0,107.50,65360.00,430.00,4,Y,13,11,91.67,192,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.01,Biweekly
141,SKU0287,Fasteners 0287,Fasteners,Z3-B03,Z3,183,183,0,0,105.90,19379.70,423.60,4,Y,13,11,84.62,193,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,59.00,Biweekly
142,SKU0280,Material Handling 0280,Material Handling,Z2-B02,Z2,364,364,0,0,80.00,29120.00,400.00,5,Y,13,11,84.62,197,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.96,Biweekly
143,SKU0285,Tools 0285,Tools,Z2-B02,Z2,503,503,0,0,98.50,49545.50,394.00,4,Y,13,10,83.33,198,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.95,Biweekly
144,SKU0092,Electrical Components 0092,Electrical Components,Z2-B02,Z2,186,186,0,0,104.40,19418.40,417.60,4,Y,13,10,83.33,193,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.94,Biweekly
145,SKU0220,Material Handling 0220,Material Handling,Z3-B03,Z3,623,623,0,0,98.00,61054.00,392.00,4,Y,13,10,83.33,198,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.93,Biweekly
146,SKU0178,Maintenance Parts 0178,Maintenance Parts,Z3-B03,Z3,476,476,0,0,62.60,29797.60,500.80,4,Y,13,10,83.33,176,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.93,Biweekly
147,SKU0060,Material Handling 0060,Material Handling,Z2-B02,Z2,570,570,0,0,106.00,60420.00,424.00,4,Y,13,10,83.33,191,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.90,Biweekly
148,SKU0204,Packaging 0204,Packaging,Z3-B03,Z3,49,49,0,0,38.80,1901.20,388.00,5,Y,13,11,91.67,198,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.89,Biweekly
149,SKU0095,Tools 0095,Tools,Z2-B02,Z2,536,536,0,0,115.50,61908.00,577.50,5,Y,13,10,83.33,159,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.85,Biweekly
150,SKU0114,Packaging 0114,Packaging,Z3-B03,Z3,642,642,0,0,65.80,42243.60,526.40,4,Y,13,10,83.33,169,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.84,Biweekly
151,SKU0027,Fasteners 0027,Fasteners,Z3-B03,Z3,118,118,0,0,103.90,12260.20,415.60,4,Y,13,10,83.33,191,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.82,Biweekly
152,SKU0109,Shipping Supplies 0109,Shipping Supplies,Z2-B02,Z2,624,624,0,0,47.30,29515.20,378.40,4,Y,13,10,83.33,198,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.79,Biweekly
153,SKU0025,Tools 0025,Tools,Z2-B02,Z2,523,523,0,0,96.50,50469.50,386.00,4,Y,13,11,84.62,196,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.77,Biweekly
154,SKU0157,Fasteners 0157,Fasteners,Z2-B02,Z2,4,4,0,0,104.90,419.60,524.50,5,Y,13,10,83.33,168,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.77,Biweekly
155,SKU0254,Packaging 0254,Packaging,Z2-B02,Z2,744,744,0,0,103.80,77227.20,830.40,4,Y,13,11,91.67,106,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.76,Biweekly
156,SKU0057,Fasteners 0057,Fasteners,Z2-B02,Z2,99,99,0,0,94.90,9395.10,379.60,4,Y,13,10,83.33,197,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.75,Biweekly
157,SKU0222,Electrical Components 0222,Electrical Components,Z3-B03,Z3,381,381,0,0,105.40,40157.40,527.00,5,Y,13,10,83.33,167,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.74,Biweekly
158,SKU0252,Electrical Components 0252,Electrical Components,Z3-B03,Z3,140,140,0,0,96.40,13496.00,385.60,4,Y,13,10,83.33,195,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.71,Biweekly
159,SKU0187,Fasteners 0187,Fasteners,Z2-B02,Z2,465,465,0,0,95.90,44593.50,479.50,5,Y,13,10,83.33,175,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.66,Biweekly
160,SKU0255,Tools 0255,Tools,Z2-B02,Z2,640,640,0,0,107.50,68800.00,537.50,5,Y,13,10,83.33,163,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.65,Biweekly
161,SKU0009,Shipping Supplies 0009,Shipping Supplies,Z2-B02,Z2,59,59,0,0,37.30,2200.70,373.00,5,Y,13,10,83.33,196,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.64,Biweekly
162,SKU0052,Electrical Components 0052,Electrical Components,Z2-B02,Z2,630,630,0,0,76.40,48132.00,382.00,5,Y,13,10,83.33,193,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.58,Biweekly
163,SKU0239,Shipping Supplies 0239,Shipping Supplies,Z3-B03,Z3,811,811,0,0,48.30,39171.30,386.40,4,Y,13,10,83.33,192,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.57,Biweekly
164,SKU0185,Tools 0185,Tools,Z2-B02,Z2,39,39,0,0,88.50,3451.50,354.00,4,Y,13,10,83.33,198,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.54,Biweekly
165,SKU0187,Fasteners 0187,Fasteners,Z3-B03,Z3,400,400,0,0,95.90,38360.00,383.60,4,Y,13,11,91.67,192,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.54,Biweekly
166,SKU0227,Fasteners 0227,Fasteners,Z2-B02,Z2,648,648,0,0,123.90,80287.20,495.60,4,Y,13,10,83.33,169,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.52,Biweekly
167,SKU0252,Electrical Components 0252,Electrical Components,Z2-B02,Z2,293,293,0,0,96.40,28245.20,385.60,4,Y,13,11,84.62,191,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.51,Biweekly
168,SKU0108,Maintenance Parts 0108,Maintenance Parts,Z3-B03,Z3,591,591,0,0,43.60,25767.60,348.80,4,Y,13,10,83.33,198,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.49,Biweekly
169,SKU0173,Safety Supplies 0173,Safety Supplies,Z2-B02,Z2,468,468,0,0,44.10,20638.80,352.80,4,Y,13,11,84.62,197,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.48,Biweekly
170,SKU0217,Fasteners 0217,Fasteners,Z2-B02,Z2,288,288,0,0,86.90,25027.20,347.60,4,Y,13,10,83.33,198,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.48,Biweekly
171,SKU0189,Shipping Supplies 0189,Shipping Supplies,Z3-B03,Z3,862,862,0,0,103.30,89044.60,826.40,4,Y,13,10,83.33,101,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.47,Biweekly
172,SKU0120,Material Handling 0120,Material Handling,Z3-B03,Z3,53,53,0,0,88.00,4664.00,352.00,4,Y,13,10,83.33,196,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.42,Biweekly
173,SKU0220,Material Handling 0220,Material Handling,Z2-B02,Z2,635,635,0,0,98.00,62230.00,392.00,4,Y,13,11,91.67,187,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.38,Biweekly
174,SKU0152,Electrical Components 0152,Electrical Components,Z3-B03,Z3,375,375,0,0,86.40,32400.00,345.60,4,Y,13,10,83.33,196,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.36,Biweekly
175,SKU0162,Electrical Components 0162,Electrical Components,Z3-B03,Z3,683,683,0,0,123.40,84282.20,493.60,4,Y,13,11,84.62,166,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.35,Biweekly
176,SKU0212,Electrical Components 0212,Electrical Components,Z2-B02,Z2,806,806,0,0,68.40,55130.40,342.00,5,Y,13,11,84.62,195,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.27,Biweekly
177,SKU0127,Fasteners 0127,Fasteners,Z2-B02,Z2,872,872,0,0,113.90,99320.80,455.60,4,Y,13,11,84.62,172,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.27,Biweekly
178,SKU0247,Fasteners 0247,Fasteners,Z3-B03,Z3,641,641,0,0,77.90,49933.90,389.50,5,Y,13,11,84.62,185,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.25,Biweekly
179,SKU0014,Packaging 0014,Packaging,Z3-B03,Z3,691,691,0,0,55.80,38557.80,446.40,4,Y,13,10,83.33,173,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.23,Biweekly
180,SKU0055,Tools 0055,Tools,Z3-B03,Z3,171,171,0,0,87.50,14962.50,350.00,4,Y,13,11,84.62,192,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.20,Biweekly
181,SKU0043,Safety Supplies 0043,Safety Supplies,Z3-B03,Z3,646,646,0,0,43.10,27842.60,344.80,4,Y,13,11,84.62,193,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.20,Biweekly
182,SKU0280,Material Handling 0280,Material Handling,Z3-B03,Z3,137,137,0,0,80.00,10960.00,320.00,4,Y,13,10,83.33,197,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.15,Biweekly
183,SKU0274,Packaging 0274,Packaging,Z3-B03,Z3,812,812,0,0,57.80,46933.60,462.40,4,Y,13,10,83.33,168,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.14,Biweekly
184,SKU0079,Shipping Supplies 0079,Shipping Supplies,Z2-B02,Z2,684,684,0,0,56.30,38509.20,450.40,4,Y,13,10,83.33,170,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.12,Biweekly
185,SKU0152,Electrical Components 0152,Electrical Components,Z2-B02,Z2,412,412,0,0,86.40,35596.80,345.60,4,Y,13,11,91.67,191,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.11,Biweekly
186,SKU0085,Tools 0085,Tools,Z2-B02,Z2,94,94,0,0,78.50,7379.00,314.00,4,Y,13,10,83.33,197,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.09,Biweekly
187,SKU0215,Tools 0215,Tools,Z3-B03,Z3,400,400,0,0,79.50,31800.00,318.00,4,Y,13,10,83.33,196,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.08,Biweekly
188,SKU0052,Electrical Components 0052,Electrical Components,Z3-B03,Z3,511,511,0,0,76.40,39040.40,305.60,4,Y,13,10,83.33,198,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.05,Biweekly
189,SKU0154,Packaging 0154,Packaging,Z2-B02,Z2,970,970,0,0,93.80,90986.00,750.40,4,Y,13,10,83.33,108,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,58.05,Biweekly
190,SKU0020,Material Handling 0020,Material Handling,Z3-B03,Z3,153,153,0,0,78.00,11934.00,312.00,4,Y,13,11,84.62,195,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,57.97,Biweekly
191,SKU0030,Material Handling 0030,Material Handling,Z3-B03,Z3,600,600,0,0,115.00,69000.00,460.00,4,Y,13,11,91.67,165,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,57.96,Biweekly
192,SKU0117,Fasteners 0117,Fasteners,Z2-B02,Z2,499,499,0,0,76.90,38373.10,307.60,4,Y,13,10,83.33,195,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,57.92,Biweekly
193,SKU0204,Packaging 0204,Packaging,Z2-B02,Z2,147,147,0,0,38.80,5703.60,310.40,4,Y,13,10,83.33,194,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,57.90,Biweekly
194,SKU0169,Shipping Supplies 0169,Shipping Supplies,Z2-B02,Z2,80,80,0,0,29.30,2344.00,293.00,5,Y,13,11,91.67,197,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,57.87,Biweekly
195,SKU0112,Electrical Components 0112,Electrical Components,Z3-B03,Z3,64,64,0,0,58.40,3737.60,292.00,5,Y,13,10,83.33,197,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,57.86,Biweekly
196,SKU0020,Material Handling 0020,Material Handling,Z2-B02,Z2,367,367,0,0,78.00,28626.00,312.00,4,Y,13,11,84.62,192,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,57.82,Biweekly
197,SKU0245,Tools 0245,Tools,Z2-B02,Z2,322,322,0,0,70.50,22701.00,282.00,4,Y,13,10,83.33,197,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,57.76,Biweekly
