snapshot_date,sku,location_id,opening_quantity,closing_quantity
2024-01-08,SKU007,DC02,27,23
2024-01-08,SKU007,DC03,43,39
2024-01-08,SKU007,DC04,83,79
2024-01-08,SKU008,DC01,57,53
2024-01-08,SKU008,DC02,11,8
2024-01-08,SKU008,DC03,73,69
2024-01-08,SKU008,DC04,19,15
2024-01-08,SKU009,DC01,47,46
2024-01-08,SKU009,DC02,43,41
2024-01-08,SKU009,DC03,29,29
2024-01-08,SKU009,DC04,35,35
2024-01-08,SKU010,DC01,24,23
2024-01-08,SKU010,DC02,26,25
2024-01-08,SKU010,DC03,56,88
2024-01-08,SKU010,DC04,21,20
2024-01-08,SKU011,DC01,50,49
2024-01-08,SKU011,DC02,32,30
2024-01-08,SKU011,DC03,28,27
2024-01-08,SKU011,DC04,102,101
2024-01-08,SKU012,DC01,117,114
2024-01-08,SKU012,DC02,51,48
2024-01-08,SKU012,DC03,56,56
2024-01-08,SKU012,DC04,80,77
2024-01-08,SKU013,DC01,23,20
2024-01-08,SKU013,DC02,47,45
2024-01-08,SKU013,DC03,83,81
2024-01-08,SKU013,DC04,83,82
2024-01-08,SKU014,DC01,22,20
2024-01-08,SKU014,DC02,44,42
2024-01-08,SKU014,DC03,60,58
2024-01-08,SKU014,DC04,91,89
2024-01-08,SKU015,DC01,76,72
2024-01-08,SKU015,DC02,76,73
2024-01-08,SKU015,DC03,61,58
2024-01-08,SKU015,DC04,26,23
2024-01-08,SKU016,DC01,71,68
2024-01-08,SKU016,DC02,90,87
2024-01-08,SKU016,DC03,17,14
2024-01-08,SKU016,DC04,35,31
2024-01-08,SKU017,DC01,35,31
2024-01-08,SKU017,DC02,23,18
2024-01-08,SKU017,DC03,3,0
2024-01-08,SKU017,DC04,70,65
2024-01-08,SKU018,DC01,40,39
2024-01-08,SKU018,DC02,86,85
2024-01-08,SKU018,DC03,21,18
2024-01-08,SKU018,DC04,74,74
2024-01-08,SKU019,DC01,74,73
2024-01-08,SKU019,DC02,28,94
2024-01-08,SKU019,DC03,21,20
2024-01-08,SKU019,DC04,34,33
2024-01-08,SKU020,DC01,60,57
2024-01-08,SKU020,DC02,25,23
2024-01-08,SKU020,DC03,87,86
2024-01-08,SKU020,DC04,103,102
2024-01-08,SKU021,DC01,79,77
2024-01-08,SKU021,DC02,90,87
2024-01-08,SKU021,DC03,61,60
2024-01-08,SKU021,DC04,74,71
2024-01-08,SKU022,DC01,88,85
2024-01-08,SKU022,DC02,26,23
2024-01-08,SKU022,DC03,3,0
2024-01-08,SKU022,DC04,17,14
2024-01-08,SKU023,DC01,78,76
2024-01-08,SKU023,DC02,36,34
2024-01-08,SKU023,DC03,85,82
2024-01-08,SKU023,DC04,100,98
2024-01-08,SKU024,DC01,91,88
2024-01-08,SKU024,DC02,64,62
2024-01-08,SKU024,DC03,66,64
2024-01-08,SKU024,DC04,56,54
2024-01-09,SKU001,DC01,36,35
2024-01-09,SKU001,DC02,143,142
2024-01-09,SKU001,DC03,74,73
2024-01-09,SKU001,DC04,92,90
2024-01-09,SKU002,DC01,78,76
2024-01-09,SKU002,DC02,70,68
2024-01-09,SKU002,DC03,61,59
2024-01-09,SKU002,DC04,17,16
2024-01-09,SKU003,DC01,57,55
2024-01-09,SKU003,DC02,13,80
2024-01-09,SKU003,DC03,147,145
2024-01-09,SKU003,DC04,86,85
2024-01-09,SKU004,DC01,60,57
2024-01-09,SKU004,DC02,59,57
2024-01-09,SKU004,DC03,17,15
2024-01-09,SKU004,DC04,81,81
2024-01-09,SKU005,DC01,82,78
2024-01-09,SKU005,DC02,48,44
2024-01-09,SKU005,DC03,58,54
2024-01-09,SKU005,DC04,71,66
2024-01-09,SKU006,DC01,86,82
2024-01-09,SKU006,DC02,81,79
2024-01-09,SKU006,DC03,110,108
2024-01-09,SKU006,DC04,76,73
2024-01-09,SKU007,DC01,53,50
2024-01-09,SKU007,DC02,23,20
2024-01-09,SKU007,DC03,39,35
2024-01-09,SKU007,DC04,79,76
2024-01-09,SKU008,DC01,53,49
2024-01-09,SKU008,DC02,8,6
2024-01-09,SKU008,DC03,69,64
2024-01-09,SKU008,DC04,15,12
2024-01-09,SKU009,DC01,46,46
2024-01-09,SKU009,DC02,41,40
2024-01-09,SKU009,DC03,29,28
2024-01-09,SKU009,DC04,35,34
2024-01-09,SKU010,DC01,23,22
2024-01-09,SKU010,DC02,25,24
2024-01-09,SKU010,DC03,88,86
2024-01-09,SKU010,DC04,20,19
2024-01-09,SKU011,DC01,49,48
2024-01-09,SKU011,DC02,30,29
2024-01-09,SKU011,DC03,27,27
2024-01-09,SKU011,DC04,101,100
2024-01-09,SKU012,DC01,114,112
2024-01-09,SKU012,DC02,48,45
2024-01-09,SKU012,DC03,56,54
2024-01-09,SKU012,DC04,77,77
2024-01-09,SKU013,DC01,20,18
2024-01-09,SKU013,DC02,45,44
2024-01-09,SKU013,DC03,81,78
2024-01-09,SKU013,DC04,82,79
2024-01-09,SKU014,DC01,20,18
2024-01-09,SKU014,DC02,42,39
2024-01-09,SKU014,DC03,58,54
2024-01-09,SKU014,DC04,89,86
2024-01-09,SKU015,DC01,72,69
2024-01-09,SKU015,DC02,73,69
2024-01-09,SKU015,DC03,58,55
2024-01-09,SKU015,DC04,23,21
2024-01-09,SKU016,DC01,68,65
2024-01-09,SKU016,DC02,87,84
2024-01-09,SKU016,DC03,14,12
2024-01-09,SKU016,DC04,31,27
2024-01-09,SKU017,DC01,31,24
2024-01-09,SKU017,DC02,18,13
2024-01-09,SKU017,DC03,0,0
2024-01-09,SKU017,DC04,65,60
2024-01-09,SKU018,DC01,39,39
2024-01-09,SKU018,DC02,85,85
2024-01-09,SKU018,DC03,18,17
2024-01-09,SKU018,DC04,74,74
2024-01-09,SKU019,DC01,73,73
2024-01-09,SKU019,DC02,94,92
2024-01-09,SKU019,DC03,20,18
2024-01-09,SKU019,DC04,33,33
2024-01-09,SKU020,DC01,57,55
2024-01-09,SKU020,DC02,23,23
2024-01-09,SKU020,DC03,86,85
2024-01-09,SKU020,DC04,102,101
2024-01-09,SKU021,DC01,77,74
2024-01-09,SKU021,DC02,87,84
2024-01-09,SKU021,DC03,60,58
2024-01-09,SKU021,DC04,71,69
2024-01-09,SKU022,DC01,85,81
2024-01-09,SKU022,DC02,23,20
2024-01-09,SKU022,DC03,0,0
2024-01-09,SKU022,DC04,14,10
2024-01-09,SKU023,DC01,76,74
2024-01-09,SKU023,DC02,34,32
2024-01-09,SKU023,DC03,82,80
2024-01-09,SKU023,DC04,98,95
2024-01-09,SKU024,DC01,88,85
2024-01-09,SKU024,DC02,62,59
2024-01-09,SKU024,DC03,64,60
2024-01-09,SKU024,DC04,54,51
2024-01-10,SKU001,DC01,35,33
2024-01-10,SKU001,DC02,142,142
2024-01-10,SKU001,DC03,73,73
2024-01-10,SKU001,DC04,90,89
2024-01-10,SKU002,DC01,76,73
2024-01-10,SKU002,DC02,68,66
2024-01-10,SKU002,DC03,59,59
2024-01-10,SKU002,DC04,16,16
2024-01-10,SKU003,DC01,55,54
2024-01-10,SKU003,DC02,80,78
2024-01-10,SKU003,DC03,145,143
2024-01-10,SKU003,DC04,85,84
2024-01-10,SKU004,DC01,57,55
2024-01-10,SKU004,DC02,57,55
2024-01-10,SKU004,DC03,15,82
2024-01-10,SKU004,DC04,81,79
2024-01-10,SKU005,DC01,78,75
2024-01-10,SKU005,DC02,44,40
2024-01-10,SKU005,DC03,54,51
2024-01-10,SKU005,DC04,66,136
2024-01-10,SKU006,DC01,82,78
2024-01-10,SKU006,DC02,79,77
2024-01-10,SKU006,DC03,108,105
2024-01-10,SKU006,DC04,73,71
2024-01-10,SKU007,DC01,50,47
2024-01-10,SKU007,DC02,20,17
2024-01-10,SKU007,DC03,35,31
2024-01-10,SKU007,DC04,76,72
2024-01-10,SKU008,DC01,49,46
2024-01-10,SKU008,DC02,6,2
2024-01-10,SKU008,DC03,64,60
2024-01-10,SKU008,DC04,12,9
2024-01-10,SKU009,DC01,46,45
2024-01-10,SKU009,DC02,40,40
2024-01-10,SKU009,DC03,28,28
2024-01-10,SKU009,DC04,34,34
2024-01-10,SKU010,DC01,22,21
2024-01-10,SKU010,DC02,24,22
2024-01-10,SKU010,DC03,86,86
2024-01-10,SKU010,DC04,19,19
2024-01-10,SKU011,DC01,48,47
2024-01-10,SKU011,DC02,29,28
2024-01-10,SKU011,DC03,27,25
2024-01-10,SKU011,DC04,100,98
2024-01-10,SKU012,DC01,112,108
2024-01-10,SKU012,DC02,45,45
2024-01-10,SKU012,DC03,54,51
2024-01-10,SKU012,DC04,77,75
2024-01-10,SKU013,DC01,18,15
2024-01-10,SKU013,DC02,44,43
2024-01-10,SKU013,DC03,78,76
2024-01-10,SKU013,DC04,79,77
2024-01-10,SKU014,DC01,18,15
2024-01-10,SKU014,DC02,39,37
2024-01-10,SKU014,DC03,54,52
2024-01-10,SKU014,DC04,86,83
2024-01-10,SKU015,DC01,69,123
2024-01-10,SKU015,DC02,69,66
2024-01-10,SKU015,DC03,55,53
2024-01-10,SKU015,DC04,21,18
2024-01-10,SKU016,DC01,65,61
2024-01-10,SKU016,DC02,84,84
2024-01-10,SKU016,DC03,12,10
2024-01-10,SKU016,DC04,27,24
2024-01-10,SKU017,DC01,24,19
2024-01-10,SKU017,DC02,13,8
2024-01-10,SKU017,DC03,0,64
2024-01-10,SKU017,DC04,60,55
2024-01-10,SKU018,DC01,39,37
2024-01-10,SKU018,DC02,85,84
2024-01-10,SKU018,DC03,17,17
2024-01-10,SKU018,DC04,74,73
2024-01-10,SKU019,DC01,73,72
2024-01-10,SKU019,DC02,92,90
2024-01-10,SKU019,DC03,18,17
2024-01-10,SKU019,DC04,33,32
2024-01-10,SKU020,DC01,55,110
2024-01-10,SKU020,DC02,23,21
2024-01-10,SKU020,DC03,85,84
2024-01-10,SKU020,DC04,101,100
2024-01-10,SKU021,DC01,74,72
2024-01-10,SKU021,DC02,84,82
2024-01-10,SKU021,DC03,58,56
2024-01-10,SKU021,DC04,69,66
2024-01-10,SKU022,DC01,81,77
2024-01-10,SKU022,DC02,20,18
2024-01-10,SKU022,DC03,0,0
2024-01-10,SKU022,DC04,10,7
2024-01-10,SKU023,DC01,74,71
2024-01-10,SKU023,DC02,32,30
2024-01-10,SKU023,DC03,80,79
2024-01-10,SKU023,DC04,95,93
2024-01-10,SKU024,DC01,85,82
2024-01-10,SKU024,DC02,59,57
2024-01-10,SKU024,DC03,60,57
2024-01-10,SKU024,DC04,51,47
2024-01-11,SKU001,DC01,33,32
2024-01-11,SKU001,DC02,142,141
2024-01-11,SKU001,DC03,73,72
2024-01-11,SKU001,DC04,89,88
2024-01-11,SKU002,DC01,73,73
2024-01-11,SKU002,DC02,66,65
2024-01-11,SKU002,DC03,59,58
2024-01-11,SKU002,DC04,16,15
2024-01-11,SKU003,DC01,54,53
2024-01-11,SKU003,DC02,78,77
2024-01-11,SKU003,DC03,143,141
2024-01-11,SKU003,DC04,84,82
2024-01-11,SKU004,DC01,55,54
2024-01-11,SKU004,DC02,55,52
2024-01-11,SKU004,DC03,82,80
2024-01-11,SKU004,DC04,79,78
2024-01-11,SKU005,DC01,75,71
2024-01-11,SKU005,DC02,40,36
2024-01-11,SKU005,DC03,51,47
2024-01-11,SKU005,DC04,136,132
2024-01-11,SKU006,DC01,78,109
2024-01-11,SKU006,DC02,77,75
2024-01-11,SKU006,DC03,105,102
2024-01-11,SKU006,DC04,71,68
2024-01-11,SKU007,DC01,47,44
2024-01-11,SKU007,DC02,17,15
2024-01-11,SKU007,DC03,31,28
2024-01-11,SKU007,DC04,72,69
2024-01-11,SKU008,DC01,46,42
2024-01-11,SKU008,DC02,2,0
2024-01-11,SKU008,DC03,60,57
2024-01-11,SKU008,DC04,9,6
2024-01-11,SKU009,DC01,45,44
2024-01-11,SKU009,DC02,40,40
2024-01-11,SKU009,DC03,28,27
2024-01-11,SKU009,DC04,34,34
2024-01-11,SKU010,DC01,21,19
2024-01-11,SKU010,DC02,22,22
2024-01-11,SKU010,DC03,86,85
2024-01-11,SKU010,DC04,19,17
2024-01-11,SKU011,DC01,47,46
2024-01-11,SKU011,DC02,28,27
2024-01-11,SKU011,DC03,25,24
2024-01-11,SKU011,DC04,98,97
2024-01-11,SKU012,DC01,108,107
2024-01-11,SKU012,DC02,45,44
2024-01-11,SKU012,DC03,51,49
2024-01-11,SKU012,DC04,75,73
2024-01-11,SKU013,DC01,15,13
2024-01-11,SKU013,DC02,43,85
2024-01-11,SKU013,DC03,76,74
2024-01-11,SKU013,DC04,77,75
2024-01-11,SKU014,DC01,15,12
2024-01-11,SKU014,DC02,37,34
2024-01-11,SKU014,DC03,52,49
2024-01-11,SKU014,DC04,83,80
2024-01-11,SKU015,DC01,123,120
2024-01-11,SKU015,DC02,66,62
2024-01-11,SKU015,DC03,53,50
2024-01-11,SKU015,DC04,18,15
2024-01-11,SKU016,DC01,61,58
2024-01-11,SKU016,DC02,84,82
2024-01-11,SKU016,DC03,10,6
2024-01-11,SKU016,DC04,24,21
2024-01-11,SKU017,DC01,19,14
2024-01-11,SKU017,DC02,8,2
2024-01-11,SKU017,DC03,64,58
2024-01-11,SKU017,DC04,55,50
2024-01-11,SKU018,DC01,37,35
2024-01-11,SKU018,DC02,84,82
2024-01-11,SKU018,DC03,17,17
2024-01-11,SKU018,DC04,73,73
2024-01-11,SKU019,DC01,72,71
2024-01-11,SKU019,DC02,90,89
2024-01-11,SKU019,DC03,17,16
2024-01-11,SKU019,DC04,32,32
2024-01-11,SKU020,DC01,110,109
2024-01-11,SKU020,DC02,21,20
2024-01-11,SKU020,DC03,84,84
2024-01-11,SKU020,DC04,100,99
2024-01-11,SKU021,DC01,72,69
2024-01-11,SKU021,DC02,82,80
2024-01-11,SKU021,DC03,56,54
2024-01-11,SKU021,DC04,66,64
2024-01-11,SKU022,DC01,77,74
2024-01-11,SKU022,DC02,18,14
2024-01-11,SKU022,DC03,0,0
2024-01-11,SKU022,DC04,7,4
2024-01-11,SKU023,DC01,71,68
2024-01-11,SKU023,DC02,30,28
2024-01-11,SKU023,DC03,79,78
2024-01-11,SKU023,DC04,93,91
2024-01-11,SKU024,DC01,82,78
2024-01-11,SKU024,DC02,57,54
2024-01-11,SKU024,DC03,57,54
2024-01-11,SKU024,DC04,47,44
2024-01-12,SKU001,DC01,32,31
2024-01-12,SKU001,DC02,141,141
2024-01-12,SKU001,DC03,72,70
2024-01-12,SKU001,DC04,88,88
2024-01-12,SKU002,DC01,73,112
2024-01-12,SKU002,DC02,65,63
2024-01-12,SKU002,DC03,58,57
2024-01-12,SKU002,DC04,15,14
2024-01-12,SKU003,DC01,53,51
2024-01-12,SKU003,DC02,77,76
2024-01-12,SKU003,DC03,141,139
2024-01-12,SKU003,DC04,82,79
2024-01-12,SKU004,DC01,54,52
2024-01-12,SKU004,DC02,52,49
2024-01-12,SKU004,DC03,80,79
2024-01-12,SKU004,DC04,78,77
2024-01-12,SKU005,DC01,71,68
2024-01-12,SKU005,DC02,36,33
2024-01-12,SKU005,DC03,47,43
2024-01-12,SKU005,DC04,132,128
2024-01-12,SKU006,DC01,109,107
2024-01-12,SKU006,DC02,75,72
2024-01-12,SKU006,DC03,102,100
2024-01-12,SKU006,DC04,68,66
2024-01-12,SKU007,DC01,44,40
2024-01-12,SKU007,DC02,15,11
2024-01-12,SKU007,DC03,28,70
2024-01-12,SKU007,DC04,69,67
2024-01-12,SKU008,DC01,42,38
2024-01-12,SKU008,DC02,0,0
2024-01-12,SKU008,DC03,57,54
2024-01-12,SKU008,DC04,6,2
2024-01-12,SKU009,DC01,44,44
2024-01-12,SKU009,DC02,40,39
2024-01-12,SKU009,DC03,27,25
2024-01-12,SKU009,DC04,34,33
2024-01-12,SKU010,DC01,19,17
2024-01-12,SKU010,DC02,22,63
2024-01-12,SKU010,DC03,85,84
2024-01-12,SKU010,DC04,17,17
2024-01-12,SKU011,DC01,46,44
2024-01-12,SKU011,DC02,27,26
2024-01-12,SKU011,DC03,24,23
2024-01-12,SKU011,DC04,97,96
2024-01-12,SKU012,DC01,107,106
2024-01-12,SKU012,DC02,44,44
2024-01-12,SKU012,DC03,49,46
2024-01-12,SKU012,DC04,73,72
2024-01-12,SKU013,DC01,13,12
2024-01-12,SKU013,DC02,85,83
2024-01-12,SKU013,DC03,74,71
2024-01-12,SKU013,DC04,75,72
2024-01-12,SKU014,DC01,12,10
2024-01-12,SKU014,DC02,34,31
2024-01-12,SKU014,DC03,49,47
2024-01-12,SKU014,DC04,80,78
2024-01-12,SKU015,DC01,120,118
2024-01-12,SKU015,DC02,62,60
2024-01-12,SKU015,DC03,50,48
2024-01-12,SKU015,DC04,15,12
2024-01-12,SKU016,DC01,58,55
2024-01-12,SKU016,DC02,82,80
2024-01-12,SKU016,DC03,6,3
2024-01-12,SKU016,DC04,21,19
2024-01-12,SKU017,DC01,14,9
2024-01-12,SKU017,DC02,2,0
2024-01-12,SKU017,DC03,58,53
2024-01-12,SKU017,DC04,50,45
2024-01-12,SKU018,DC01,35,35
2024-01-12,SKU018,DC02,82,82
2024-01-12,SKU018,DC03,17,17
2024-01-12,SKU018,DC04,73,72
2024-01-12,SKU019,DC01,71,70
2024-01-12,SKU019,DC02,89,88
2024-01-12,SKU019,DC03,16,14
2024-01-12,SKU019,DC04,32,31
2024-01-12,SKU020,DC01,109,107
2024-01-12,SKU020,DC02,20,19
2024-01-12,SKU020,DC03,84,83
2024-01-12,SKU020,DC04,99,98
2024-01-12,SKU021,DC01,69,67
2024-01-12,SKU021,DC02,80,79
2024-01-12,SKU021,DC03,54,51
2024-01-12,SKU021,DC04,64,62
2024-01-12,SKU022,DC01,74,71
2024-01-12,SKU022,DC02,14,11
2024-01-12,SKU022,DC03,0,0
2024-01-12,SKU022,DC04,4,1
2024-01-12,SKU023,DC01,68,67
2024-01-12,SKU023,DC02,28,26
2024-01-12,SKU023,DC03,78,75
2024-01-12,SKU023,DC04,91,89
2024-01-12,SKU024,DC01,78,76
2024-01-12,SKU024,DC02,54,52
2024-01-12,SKU024,DC03,54,50
2024-01-12,SKU024,DC04,44,41
2024-01-13,SKU001,DC01,31,30
2024-01-13,SKU001,DC02,141,139
2024-01-13,SKU001,DC03,70,69
2024-01-13,SKU001,DC04,88,87
2024-01-13,SKU002,DC01,112,110
2024-01-13,SKU002,DC02,63,120
2024-01-13,SKU002,DC03,57,56
2024-01-13,SKU002,DC04,14,13
2024-01-13,SKU003,DC01,51,49
2024-01-13,SKU003,DC02,76,72
2024-01-13,SKU003,DC03,139,138
2024-01-13,SKU003,DC04,79,77
2024-01-13,SKU004,DC01,52,51
2024-01-13,SKU004,DC02,49,46
2024-01-13,SKU004,DC03,79,77
2024-01-13,SKU004,DC04,77,75
2024-01-13,SKU005,DC01,68,65
2024-01-13,SKU005,DC02,33,30
2024-01-13,SKU005,DC03,43,40
2024-01-13,SKU005,DC04,128,125
2024-01-13,SKU006,DC01,107,105
2024-01-13,SKU006,DC02,72,70
2024-01-13,SKU006,DC03,100,97
2024-01-13,SKU006,DC04,66,64
2024-01-13,SKU007,DC01,40,37
2024-01-13,SKU007,DC02,11,8
2024-01-13,SKU007,DC03,70,69
2024-01-13,SKU007,DC04,67,64
2024-01-13,SKU008,DC01,38,34
2024-01-13,SKU008,DC02,0,0
2024-01-13,SKU008,DC03,54,51
2024-01-13,SKU008,DC04,2,0
2024-01-13,SKU009,DC01,44,43
2024-01-13,SKU009,DC02,39,38
2024-01-13,SKU009,DC03,25,25
2024-01-13,SKU009,DC04,33,32
2024-01-13,SKU010,DC01,17,15
2024-01-13,SKU010,DC02,63,62
2024-01-13,SKU010,DC03,84,83
2024-01-13,SKU010,DC04,17,15
2024-01-13,SKU011,DC01,44,43
2024-01-13,SKU011,DC02,26,24
2024-01-13,SKU011,DC03,23,21
2024-01-13,SKU011,DC04,96,94
2024-01-13,SKU012,DC01,106,104
2024-01-13,SKU012,DC02,44,43
2024-01-13,SKU012,DC03,46,44
2024-01-13,SKU012,DC04,72,70
2024-01-13,SKU013,DC01,12,10
2024-01-13,SKU013,DC02,83,80
2024-01-13,SKU013,DC03,71,69
2024-01-13,SKU013,DC04,72,70
2024-01-13,SKU014,DC01,10,8
2024-01-13,SKU014,DC02,31,29
2024-01-13,SKU014,DC03,47,46
2024-01-13,SKU014,DC04,78,75
2024-01-13,SKU015,DC01,118,116
2024-01-13,SKU015,DC02,60,57
2024-01-13,SKU015,DC03,48,46
2024-01-13,SKU015,DC04,12,9
2024-01-13,SKU016,DC01,55,53
2024-01-13,SKU016,DC02,80,77
2024-01-13,SKU016,DC03,3,0
2024-01-13,SKU016,DC04,19,18
2024-01-13,SKU017,DC01,9,3
2024-01-13,SKU017,DC02,0,0
2024-01-13,SKU017,DC03,53,48
2024-01-13,SKU017,DC04,45,41
2024-01-13,SKU018,DC01,35,35
2024-01-13,SKU018,DC02,82,81
2024-01-13,SKU018,DC03,17,16
2024-01-13,SKU018,DC04,72,72
2024-01-13,SKU019,DC01,70,69
2024-01-13,SKU019,DC02,88,87
2024-01-13,SKU019,DC03,14,14
2024-01-13,SKU019,DC04,31,31
2024-01-13,SKU020,DC01,107,105
2024-01-13,SKU020,DC02,19,19
2024-01-13,SKU020,DC03,83,80
2024-01-13,SKU020,DC04,98,97
2024-01-13,SKU021,DC01,67,66
2024-01-13,SKU021,DC02,79,77
2024-01-13,SKU021,DC03,51,49
2024-01-13,SKU021,DC04,62,109
2024-01-13,SKU022,DC01,71,69
2024-01-13,SKU022,DC02,11,8
2024-01-13,SKU022,DC03,0,0
2024-01-13,SKU022,DC04,1,0
2024-01-13,SKU023,DC01,67,65
2024-01-13,SKU023,DC02,26,24
2024-01-13,SKU023,DC03,75,73
2024-01-13,SKU023,DC04,89,88
2024-01-13,SKU024,DC01,76,73
2024-01-13,SKU024,DC02,52,49
2024-01-13,SKU024,DC03,50,47
2024-01-13,SKU024,DC04,41,61
2024-01-14,SKU001,DC01,30,30
2024-01-14,SKU001,DC02,139,139
2024-01-14,SKU001,DC03,69,67
2024-01-14,SKU001,DC04,87,84
2024-01-14,SKU002,DC01,110,109
2024-01-14,SKU002,DC02,120,119
2024-01-14,SKU002,DC03,56,55
2024-01-14,SKU002,DC04,13,12
2024-01-14,SKU003,DC01,49,47
2024-01-14,SKU003,DC02,72,70
2024-01-14,SKU003,DC03,138,136
2024-01-14,SKU003,DC04,77,76
2024-01-14,SKU004,DC01,51,49
2024-01-14,SKU004,DC02,46,44
2024-01-14,SKU004,DC03,77,75
2024-01-14,SKU004,DC04,75,73
2024-01-14,SKU005,DC01,65,60
2024-01-14,SKU005,DC02,30,26
2024-01-14,SKU005,DC03,40,37
2024-01-14,SKU005,DC04,125,121
2024-01-14,SKU006,DC01,105,102
2024-01-14,SKU006,DC02,70,66
2024-01-14,SKU006,DC03,97,94
2024-01-14,SKU006,DC04,64,61
2024-01-14,SKU007,DC01,37,35
2024-01-14,SKU007,DC02,8,5
2024-01-14,SKU007,DC03,69,64
2024-01-14,SKU007,DC04,64,61
2024-01-14,SKU008,DC01,34,31
2024-01-14,SKU008,DC02,0,0
2024-01-14,SKU008,DC03,51,48
2024-01-14,SKU008,DC04,0,0
2024-01-14,SKU009,DC01,43,92
2024-01-14,SKU009,DC02,38,37
2024-01-14,SKU009,DC03,25,24
2024-01-14,SKU009,DC04,32,32
2024-01-14,SKU010,DC01,15,14
2024-01-14,SKU010,DC02,62,60
2024-01-14,SKU010,DC03,83,82
2024-01-14,SKU010,DC04,15,15
2024-01-14,SKU011,DC01,43,41
2024-01-14,SKU011,DC02,24,23
2024-01-14,SKU011,DC03,21,20
2024-01-14,SKU011,DC04,94,92
2024-01-14,SKU012,DC01,104,102
2024-01-14,SKU012,DC02,43,41
2024-01-14,SKU012,DC03,44,43
2024-01-14,SKU012,DC04,70,68
2024-01-14,SKU013,DC01,10,8
2024-01-14,SKU013,DC02,80,79
2024-01-14,SKU013,DC03,69,67
2024-01-14,SKU013,DC04,70,68
2024-01-14,SKU014,DC01,8,5
2024-01-14,SKU014,DC02,29,27
2024-01-14,SKU014,DC03,46,43
2024-01-14,SKU014,DC04,75,72
2024-01-14,SKU015,DC01,116,114
2024-01-14,SKU015,DC02,57,52
2024-01-14,SKU015,DC03,46,43
2024-01-14,SKU015,DC04,9,7
2024-01-14,SKU016,DC01,53,50
2024-01-14,SKU016,DC02,77,73
2024-01-14,SKU016,DC03,0,0
2024-01-14,SKU016,DC04,18,16
2024-01-14,SKU017,DC01,3,0
2024-01-14,SKU017,DC02,0,0
2024-01-14,SKU017,DC03,48,43
2024-01-14,SKU017,DC04,41,37
2024-01-14,SKU018,DC01,35,35
2024-01-14,SKU018,DC02,81,79
2024-01-14,SKU018,DC03,16,16
2024-01-14,SKU018,DC04,72,72
2024-01-14,SKU019,DC01,69,68
2024-01-14,SKU019,DC02,87,86
2024-01-14,SKU019,DC03,14,14
2024-01-14,SKU019,DC04,31,30
2024-01-14,SKU020,DC01,105,104
2024-01-14,SKU020,DC02,19,17
2024-01-14,SKU020,DC03,80,79
2024-01-14,SKU020,DC04,97,96
2024-01-14,SKU021,DC01,66,64
2024-01-14,SKU021,DC02,77,76
2024-01-14,SKU021,DC03,49,47
2024-01-14,SKU021,DC04,109,108
2024-01-14,SKU022,DC01,69,66
2024-01-14,SKU022,DC02,8,6
2024-01-14,SKU022,DC03,0,0
2024-01-14,SKU022,DC04,0,0
2024-01-14,SKU023,DC01,65,64
2024-01-14,SKU023,DC02,24,22
2024-01-14,SKU023,DC03,73,71
2024-01-14,SKU023,DC04,88,85
2024-01-14,SKU024,DC01,73,71
2024-01-14,SKU024,DC02,49,65
2024-01-14,SKU024,DC03,47,45
2024-01-14,SKU024,DC04,61,58
2024-01-15,SKU001,DC01,30,59
2024-01-15,SKU001,DC02,139,138
2024-01-15,SKU001,DC03,67,66
2024-01-15,SKU001,DC04,84,83
2024-01-15,SKU002,DC01,109,106
2024-01-15,SKU002,DC02,119,117
2024-01-15,SKU002,DC03,55,54
2024-01-15,SKU002,DC04,12,11
2024-01-15,SKU003,DC01,47,45
2024-01-15,SKU003,DC02,70,69
2024-01-15,SKU003,DC03,136,135
2024-01-15,SKU003,DC04,76,74
2024-01-15,SKU004,DC01,49,47
2024-01-15,SKU004,DC02,44,41
2024-01-15,SKU004,DC03,75,72
2024-01-15,SKU004,DC04,73,71
2024-01-15,SKU005,DC01,60,57
2024-01-15,SKU005,DC02,26,23
2024-01-15,SKU005,DC03,37,32
2024-01-15,SKU005,DC04,121,118
2024-01-15,SKU006,DC01,102,100
2024-01-15,SKU006,DC02,66,63
2024-01-15,SKU006,DC03,94,92
2024-01-15,SKU006,DC04,61,58
2024-01-15,SKU007,DC01,35,32
2024-01-15,SKU007,DC02,5,2
2024-01-15,SKU007,DC03,64,61
2024-01-15,SKU007,DC04,61,58
2024-01-15,SKU008,DC01,31,28
2024-01-15,SKU008,DC02,0,64
2024-01-15,SKU008,DC03,48,44
2024-01-15,SKU008,DC04,0,0
2024-01-15,SKU009,DC01,92,91
2024-01-15,SKU009,DC02,37,36
2024-01-15,SKU009,DC03,24,46
2024-01-15,SKU009,DC04,32,30
2024-01-15,SKU010,DC01,14,13
2024-01-15,SKU010,DC02,60,60
2024-01-15,SKU010,DC03,82,81
2024-01-15,SKU010,DC04,15,13
2024-01-15,SKU011,DC01,41,39
2024-01-15,SKU011,DC02,23,21
2024-01-15,SKU011,DC03,20,19
2024-01-15,SKU011,DC04,92,90
2024-01-15,SKU012,DC01,102,100
2024-01-15,SKU012,DC02,41,40
2024-01-15,SKU012,DC03,43,40
2024-01-15,SKU012,DC04,68,66
2024-01-15,SKU013,DC01,8,7
2024-01-15,SKU013,DC02,79,75
2024-01-15,SKU013,DC03,67,64
