priority_rank,sku,product_name,category,supplier,location,zone,system_qty,physical_qty,quantity_variance,absolute_quantity_variance,unit_cost,inventory_value,cumulative_adjustment_value,average_daily_demand,days_of_supply,reorder_point,safety_stock,lead_time_days,stockout_risk_flag,historical_stockout_observation_count,variance_event_count,materiality_flag,risk_tier,risk_reason,current_action_flag,priority_score,recommended_count_frequency
92,SKU0059,Shipping Supplies 0059,Shipping Supplies,Harbor Safety,Z3-B02,Z3,51,51,0,8.0,102.30,5217.30,818.40,11.22,4.54,29,25,21,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time,Y,62.69,Weekly
93,SKU0125,Tools 0125,Tools,Summit Packaging,Z3-B02,Z3,103,103,0,8.0,106.50,10969.50,852.00,11.22,9.18,35,35,15,Y,180,4,Y,Watch,Watch: days of supply <= lead time or materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,62.67,Biweekly
94,SKU0193,Safety Supplies 0193,Safety Supplies,Cedar Components,Z2-B02,Z2,0,0,0,8.0,118.10,0.00,944.80,11.58,0.00,63,15,5,Y,125,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,62.64,Weekly
95,SKU0221,Industrial Supplies 0221,Industrial Supplies,Atlas Industrial,Z3-B01,Z3,46,46,0,8.0,101.70,4678.20,813.60,10.83,4.25,51,35,21,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time,Y,62.57,Weekly
96,SKU0193,Safety Supplies 0193,Safety Supplies,Cedar Components,Z1-B01,Z1,0,0,0,8.0,118.10,0.00,944.80,11.58,0.00,63,15,5,Y,174,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,62.51,Weekly
97,SKU0158,Maintenance Parts 0158,Maintenance Parts,Cedar Components,Z2-B02,Z2,84,84,0,8.0,108.60,9122.40,868.80,11.33,7.41,78,40,12,Y,172,4,Y,Watch,Watch: days of supply <= lead time or materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,62.50,Biweekly
98,SKU0092,Electrical Components 0092,Electrical Components,Blue Ridge Supply,Z2-B03,Z2,43,43,0,8.0,104.40,4489.20,835.20,11.33,3.79,72,30,18,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time,Y,62.49,Weekly
99,SKU0287,Fasteners 0287,Fasteners,Blue Ridge Supply,Z1-B02,Z1,57,57,0,8.0,105.90,6036.30,847.20,10.83,5.26,57,45,15,Y,179,4,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,62.38,Weekly
100,SKU0059,Shipping Supplies 0059,Shipping Supplies,Harbor Safety,Z3-B03,Z3,3,3,0,8.0,102.30,306.90,818.40,11.22,0.27,29,25,21,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,62.37,Weekly
101,SKU0221,Industrial Supplies 0221,Industrial Supplies,Atlas Industrial,Z1-B03,Z1,0,0,0,8.0,101.70,0.00,813.60,10.83,0.00,51,35,21,Y,180,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,62.35,Weekly
102,SKU0254,Packaging 0254,Packaging,Harbor Safety,Z2-B02,Z2,3,3,0,8.0,103.80,311.40,830.40,10.94,0.27,94,40,18,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,62.21,Weekly
103,SKU0283,Safety Supplies 0283,Safety Supplies,Cedar Components,Z3-B04,Z3,82,80,2,10.0,91.10,7288.00,911.00,11.64,6.87,93,25,5,Y,75,5,Y,Watch,Watch: physical quantity <= reorder point or materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,62.17,Biweekly
104,SKU0121,Industrial Supplies 0121,Industrial Supplies,Atlas Industrial,Z1-B03,Z1,39,41,-2,10.0,91.70,3759.70,917.00,10.81,3.79,71,15,5,Y,169,5,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,62.16,Weekly
105,SKU0285,Tools 0285,Tools,Summit Packaging,Z3-B02,Z3,185,185,0,8.0,98.50,18222.50,788.00,11.08,16.69,35,35,19,Y,174,4,Y,Watch,Watch: days of supply <= lead time or materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,62.12,Biweekly
106,SKU0254,Packaging 0254,Packaging,Harbor Safety,Z2-B01,Z2,11,11,0,8.0,103.80,1141.80,830.40,10.94,1.01,94,40,18,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,62.12,Weekly
107,SKU0125,Tools 0125,Tools,Summit Packaging,Z1-B04,Z1,0,0,0,8.0,106.50,0.00,852.00,11.22,0.00,35,35,15,Y,180,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,62.09,Weekly
108,SKU0055,Tools 0055,Tools,Summit Packaging,Z1-B04,Z1,5,5,0,10.0,87.50,437.50,875.00,10.81,0.46,65,45,11,Y,175,5,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,62.01,Weekly
109,SKU0158,Maintenance Parts 0158,Maintenance Parts,Cedar Components,Z2-B03,Z2,14,14,0,8.0,108.60,1520.40,868.80,11.33,1.24,78,40,12,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,61.99,Weekly
110,SKU0029,Shipping Supplies 0029,Shipping Supplies,Harbor Safety,Z3-B02,Z3,19,19,0,8.0,111.30,2114.70,890.40,11.61,1.64,99,35,9,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,61.98,Weekly
111,SKU0151,Industrial Supplies 0151,Industrial Supplies,Atlas Industrial,Z1-B03,Z1,0,0,0,10.0,82.70,0.00,827.00,11.64,0.00,81,45,17,Y,180,5,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,61.98,Weekly
112,SKU0191,Industrial Supplies 0191,Industrial Supplies,Atlas Industrial,Z2-B04,Z2,0,0,0,8.0,110.70,0.00,885.60,11.22,0.00,41,45,9,Y,180,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,61.89,Weekly
113,SKU0029,Shipping Supplies 0029,Shipping Supplies,Harbor Safety,Z2-B01,Z2,0,0,0,8.0,111.30,0.00,890.40,11.61,0.00,99,35,9,Y,179,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,61.82,Weekly
114,SKU0191,Industrial Supplies 0191,Industrial Supplies,Atlas Industrial,Z1-B03,Z1,0,0,0,8.0,110.70,0.00,885.60,11.22,0.00,41,45,9,Y,176,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,61.81,Weekly
115,SKU0191,Industrial Supplies 0191,Industrial Supplies,Atlas Industrial,Z3-B01,Z3,0,0,0,8.0,110.70,0.00,885.60,11.22,0.00,41,45,9,Y,179,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,61.77,Weekly
116,SKU0062,Electrical Components 0062,Electrical Components,Blue Ridge Supply,Z2-B03,Z2,0,0,0,8.0,113.40,0.00,907.20,11.42,0.00,62,40,6,Y,167,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,61.71,Weekly
117,SKU0224,Packaging 0224,Packaging,Harbor Safety,Z2-B01,Z2,29,29,0,8.0,112.80,3271.20,902.40,11.33,2.56,84,10,6,Y,158,4,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,61.70,Weekly
118,SKU0156,Consumables 0156,Consumables,Atlas Industrial,Z2-B04,Z2,38,38,0,8.0,101.20,3845.60,809.60,10.97,3.46,56,30,16,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time,Y,61.46,Weekly
119,SKU0123,Safety Supplies 0123,Safety Supplies,Cedar Components,Z3-B04,Z3,13,13,0,8.0,99.10,1288.30,792.80,11.17,1.16,93,25,19,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,61.39,Weekly
120,SKU0156,Consumables 0156,Consumables,Atlas Industrial,Z1-B03,Z1,41,41,0,8.0,101.20,4149.20,809.60,10.97,3.74,56,30,16,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time,Y,61.39,Weekly
121,SKU0123,Safety Supplies 0123,Safety Supplies,Cedar Components,Z2-B02,Z2,1,1,0,8.0,99.10,99.10,792.80,11.17,0.09,93,25,19,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,61.35,Weekly
122,SKU0156,Consumables 0156,Consumables,Atlas Industrial,Z3-B01,Z3,26,26,0,8.0,101.20,2631.20,809.60,10.97,2.37,56,30,16,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,61.27,Weekly
123,SKU0086,Consumables 0086,Consumables,Atlas Industrial,Z2-B04,Z2,64,64,0,10.0,82.20,5260.80,822.00,11.47,5.58,86,40,12,Y,180,5,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,61.14,Weekly
124,SKU0027,Fasteners 0027,Fasteners,Blue Ridge Supply,Z2-B03,Z2,13,13,0,8.0,103.90,1350.70,831.20,11.25,1.16,77,25,13,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,61.14,Weekly
125,SKU0255,Tools 0255,Tools,Summit Packaging,Z3-B01,Z3,73,73,0,8.0,107.50,7847.50,860.00,11.17,6.54,25,45,7,Y,165,4,Y,Watch,Watch: days of supply <= lead time or materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,61.05,Biweekly
126,SKU0222,Electrical Components 0222,Electrical Components,Blue Ridge Supply,Z2-B03,Z2,43,43,0,8.0,105.40,4532.20,843.20,10.97,3.92,62,40,10,Y,178,4,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,61.01,Weekly
127,SKU0060,Material Handling 0060,Material Handling,Summit Packaging,Z3-B01,Z3,0,0,0,8.0,106.00,0.00,848.00,11.36,0.00,40,30,10,Y,180,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,60.92,Weekly
128,SKU0189,Shipping Supplies 0189,Shipping Supplies,Harbor Safety,Z3-B02,Z3,0,0,0,8.0,103.30,0.00,826.40,11.17,0.00,99,35,13,Y,180,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,60.92,Weekly
129,SKU0182,Electrical Components 0182,Electrical Components,Blue Ridge Supply,Z2-B03,Z2,47,47,0,10.0,77.40,3637.80,774.00,11.39,4.13,22,40,18,Y,180,5,Y,Critical,Critical: days of supply <= 0.25 lead time,Y,60.83,Weekly
130,SKU0248,Maintenance Parts 0248,Maintenance Parts,Cedar Components,Z2-B02,Z2,16,16,0,10.0,81.60,1305.60,816.00,11.39,1.40,28,10,12,Y,180,5,Y,Critical,Critical: days of supply <= 0.25 lead time,Y,60.68,Weekly
131,SKU0152,Electrical Components 0152,Electrical Components,Blue Ridge Supply,Z2-B03,Z2,0,0,0,10.0,86.40,0.00,864.00,11.47,0.00,92,10,6,Y,178,5,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,60.60,Weekly
132,SKU0154,Packaging 0154,Packaging,Harbor Safety,Z2-B01,Z2,68,68,0,8.0,93.80,6378.40,750.40,10.92,6.23,34,20,20,Y,180,4,Y,Watch,Watch: days of supply <= lead time or materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,60.58,Biweekly
133,SKU0288,Maintenance Parts 0288,Maintenance Parts,Cedar Components,Z2-B02,Z2,6,6,0,8.0,109.60,657.60,876.80,10.97,0.55,68,10,4,Y,137,4,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,60.54,Weekly
134,SKU0220,Material Handling 0220,Material Handling,Summit Packaging,Z2-B01,Z2,114,114,0,8.0,98.00,11172.00,784.00,10.92,10.44,40,30,14,Y,180,4,Y,Watch,Watch: days of supply <= lead time or materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,60.51,Biweekly
135,SKU0154,Packaging 0154,Packaging,Harbor Safety,Z3-B02,Z3,43,43,0,8.0,93.80,4033.40,750.40,10.92,3.94,34,20,20,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time,Y,60.49,Weekly
136,SKU0058,Maintenance Parts 0058,Maintenance Parts,Cedar Components,Z3-B03,Z3,73,73,0,8.0,98.60,7197.80,788.80,11.00,6.64,98,20,14,Y,140,4,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,60.41,Weekly
137,SKU0025,Tools 0025,Tools,Summit Packaging,Z3-B01,Z3,21,21,0,8.0,96.50,2026.50,772.00,11.19,1.88,55,15,17,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time,Y,60.39,Weekly
138,SKU0023,Safety Supplies 0023,Safety Supplies,Cedar Components,Z2-B02,Z2,176,176,0,8.0,89.10,15681.60,712.80,10.83,16.25,33,45,21,Y,180,4,Y,Watch,Watch: days of supply <= lead time or materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,60.38,Biweekly
139,SKU0058,Maintenance Parts 0058,Maintenance Parts,Cedar Components,Z1-B02,Z1,19,19,0,8.0,98.60,1873.40,788.80,11.00,1.73,98,20,14,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,60.29,Weekly
140,SKU0091,Industrial Supplies 0091,Industrial Supplies,Atlas Industrial,Z2-B04,Z2,40,40,0,8.0,100.70,4028.00,805.60,11.19,3.57,61,25,11,Y,180,4,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,60.28,Weekly
141,SKU0253,Safety Supplies 0253,Safety Supplies,Cedar Components,Z1-B01,Z1,84,84,0,8.0,100.10,8408.40,800.80,10.81,7.77,83,35,11,Y,150,4,Y,Watch,Watch: days of supply <= lead time or materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,60.19,Biweekly
142,SKU0124,Packaging 0124,Packaging,Harbor Safety,Z3-B02,Z3,73,73,0,8.0,102.80,7504.40,822.40,11.00,6.64,24,30,8,Y,176,4,Y,Watch,Watch: days of supply <= lead time or materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,60.15,Biweekly
143,SKU0187,Fasteners 0187,Fasteners,Blue Ridge Supply,Z2-B03,Z2,0,0,0,8.0,95.90,0.00,767.20,10.81,0.00,77,25,17,Y,180,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,60.11,Weekly
144,SKU0253,Safety Supplies 0253,Safety Supplies,Cedar Components,Z1-B02,Z1,39,39,0,8.0,100.10,3903.90,800.80,10.81,3.61,83,35,11,Y,180,4,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,60.10,Weekly
145,SKU0218,Maintenance Parts 0218,Maintenance Parts,Cedar Components,Z1-B02,Z1,163,163,0,8.0,90.60,14767.80,724.80,11.47,14.21,98,20,18,Y,180,4,Y,Watch,Watch: days of supply <= lead time or materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,60.05,Biweekly
146,SKU0091,Industrial Supplies 0091,Industrial Supplies,Atlas Industrial,Z1-B03,Z1,0,0,0,8.0,100.70,0.00,805.60,11.19,0.00,61,25,11,Y,180,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,59.98,Weekly
147,SKU0220,Material Handling 0220,Material Handling,Summit Packaging,Z3-B01,Z3,0,0,0,8.0,98.00,0.00,784.00,10.92,0.00,40,30,14,Y,180,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,59.97,Weekly
148,SKU0157,Fasteners 0157,Fasteners,Blue Ridge Supply,Z1-B03,Z1,44,44,0,8.0,104.90,4615.60,839.20,11.19,3.93,67,35,5,Y,55,4,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,59.90,Weekly
149,SKU0253,Safety Supplies 0253,Safety Supplies,Cedar Components,Z2-B02,Z2,0,0,0,8.0,100.10,0.00,800.80,10.81,0.00,83,35,11,Y,175,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,59.86,Weekly
150,SKU0256,Consumables 0256,Consumables,Atlas Industrial,Z1-B04,Z1,0,0,0,7.0,111.20,0.00,778.40,11.00,0.00,36,10,14,Y,180,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,59.79,Weekly
151,SKU0253,Safety Supplies 0253,Safety Supplies,Cedar Components,Z3-B03,Z3,0,0,0,8.0,100.10,0.00,800.80,10.81,0.00,83,35,11,Y,180,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,59.71,Weekly
152,SKU0056,Consumables 0056,Consumables,Atlas Industrial,Z1-B03,Z1,75,75,0,8.0,91.20,6840.00,729.60,10.94,6.85,76,10,18,Y,180,4,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,59.71,Weekly
153,SKU0122,Electrical Components 0122,Electrical Components,Blue Ridge Supply,Z2-B04,Z2,107,107,0,8.0,95.40,10207.80,763.20,10.94,9.78,82,20,12,Y,120,4,Y,Watch,Watch: days of supply <= lead time or materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,59.64,Biweekly
154,SKU0157,Fasteners 0157,Fasteners,Blue Ridge Supply,Z3-B04,Z3,0,0,0,8.0,104.90,0.00,839.20,11.19,0.00,67,35,5,Y,118,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,59.63,Weekly
155,SKU0023,Safety Supplies 0023,Safety Supplies,Cedar Components,Z3-B03,Z3,38,38,0,8.0,89.10,3385.80,712.80,10.83,3.51,33,45,21,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,59.56,Weekly
156,SKU0029,Shipping Supplies 0029,Shipping Supplies,Harbor Safety,Z2-B02,Z2,104,104,0,7.0,111.30,11575.20,779.10,11.61,8.96,99,35,9,Y,167,4,Y,Watch,Watch: days of supply <= lead time or materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,59.45,Biweekly
157,SKU0259,Shipping Supplies 0259,Shipping Supplies,Harbor Safety,Z2-B02,Z2,44,44,0,6.0,122.30,5381.20,733.80,11.58,3.80,69,25,17,Y,180,3,Y,Critical,Critical: days of supply <= 0.25 lead time,Y,59.44,Weekly
158,SKU0056,Consumables 0056,Consumables,Atlas Industrial,Z1-B04,Z1,23,23,0,8.0,91.20,2097.60,729.60,10.94,2.10,76,10,18,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time,Y,59.39,Weekly
159,SKU0023,Safety Supplies 0023,Safety Supplies,Cedar Components,Z1-B01,Z1,1,1,0,8.0,89.10,89.10,712.80,10.83,0.09,33,45,21,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,59.39,Weekly
160,SKU0185,Tools 0185,Tools,Summit Packaging,Z3-B01,Z3,0,0,0,8.0,88.50,0.00,708.00,11.36,0.00,55,15,21,Y,180,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,59.32,Weekly
